"company_name","company_domain","playbook_name","location","size_band"
"Jane","jane.es","Micro Molding","Spain","50+"
"JG Automotive","jgautomotive.com","Micro Molding","Spain","50+"
"Laboratorios Inibsa","inibsa.com","Micro Molding","Spain","50+"
"LCN Automotive Group","lcn.es","Micro Molding","Spain","50+"
"Lekue","lekue.com","Micro Molding","Spain","50+"
"Manufacturas Electricas MESA","mesa.es","Micro Molding","Spain","50+"
"mark'ennovy","markennovy.com","Micro Molding","Spain","50+"
"Max Plastic","maxplastic.com","Micro Molding","Spain","50+"
"Mecacontrol","mecacontrol.com","Micro Molding","Spain","50+"
"Melnik","melnik.es","Micro Molding","Spain","50+"
"Merit Automotive Electronics Systems","merit-automotive.com","Micro Molding","Spain","50+"
"Milan","milan.es","Micro Molding","Spain","50+"
"Miniland Group","minilandgroup.com","Micro Molding","Spain","50+"
"Monedero","acmonedero.com","Micro Molding","Spain","50+"
"MRF Solutions","mrfsolutions.com","Micro Molding","Spain","50+"
"Neklar","neklargroup.com","Micro Molding","Spain","50+"
"Novapet","novapet.com","Micro Molding","Spain","50+"
"Novatec Group","novatecgroup.com","Micro Molding","Spain","50+"
"Nupik","nupik.com","Micro Molding","Spain","50+"
"Operon","operon.es","Micro Molding","Spain","50+"
"Ormazabal","ormazabal.com","Micro Molding","Spain","50+"
"Peygran","peygran.com","Micro Molding","Spain","50+"
"Phibo Dental Solutions","phibo.com","Micro Molding","Spain","50+"
"PICDA S.L.","picda.com","Micro Molding","Spain","50+"
"Piedrafita","piedrafita.com","Micro Molding","Spain","50+"
"Plastic Forte","plasticforte.com","Micro Molding","Spain","50+"
"Plastic7A","plastic7a.com","Micro Molding","Spain","50+"
"Plasticos Durex","plasticosdurex.com","Micro Molding","Spain","50+"
"Plasticos Romero","plasticosromero.com","Micro Molding","Spain","50+"
"Plastifer","plastifer.es","Micro Molding","Spain","50+"
"Plastigaur","plastigaur.com","Micro Molding","Spain","50+"
"Playdesa Plasticos y Desarrollos","playdesa.com","Micro Molding","Spain","50+"
"Polimur S.A.","polimur.com","Micro Molding","Spain","50+"
"Polisur 2000","polisur.es","Micro Molding","Spain","50+"
"PREMO Group","grupopremo.com","Micro Molding","Spain","50+"
"Prim","prim.es","Micro Molding","Spain","50+"
"Proinsur","proinsur.com","Micro Molding","Spain","50+"
"Quadpack","quadpack.com","Micro Molding","Spain","50+"
"Ramon Clemente","ramonclemente.com","Micro Molding","Spain","50+"
"Relats","relats.com","Micro Molding","Spain","50+"
"Reyde","reyde.com","Micro Molding","Spain","50+"
"Roca Sanitario","roca.com","Micro Molding","Spain","50+"
"Rolser","rolser.com","Micro Molding","Spain","50+"
"SACOPA SA","sacopa.com","Micro Molding","Spain","50+"
"Samoa Industrial","samoaindustrial.com","Micro Molding","Spain","50+"
"SIDE","side.es","Micro Molding","Spain","50+"
"Silvalac","silvalac.com","Micro Molding","Spain","50+"
"Solera","psolera.com","Micro Molding","Spain","50+"
"Solera","solera.es","Micro Molding","Spain","50+"
"SP Berner","spberner.com","Micro Molding","Spain","50+"
"SP Berner Plastic Group","sp-berner.com","Micro Molding","Spain","50+"
"TASUBINSA","tasubinsa.com","Micro Molding","Spain","50+"
"Tatay","tatay.com","Micro Molding","Spain","50+"
"Technica Electronics","technica-electronics.com","Micro Molding","Spain","50+"
"Tecni-Plasper","plasper.com","Micro Molding","Spain","50+"
"Tecnoclinic","tecnoclinic.com","Micro Molding","Spain","50+"
"Termoplasticos Andaluces SL","inamarsa.com","Micro Molding","Spain","50+"
"TIPSA","tip-sa.com","Micro Molding","Spain","50+"
"Traiber","traiber.es","Micro Molding","Spain","50+"
"Unex Group","unex.net","Micro Molding","Spain","50+"
"Unnox Group","unnoxgroup.com","Micro Molding","Spain","50+"
"VALVER GROUP","valvergroup.com","Micro Molding","Spain","50+"
"Venair","venair.com","Micro Molding","Spain","50+"
"Vidrala","vidrala.com","Micro Molding","Spain","50+"
"Vircell","vircell.com","Micro Molding","Spain","50+"
"Virospack","virospack.com","Micro Molding","Spain","50+"
"Vitro (Master Diagnostica)","vitro.bio","Micro Molding","Spain","50+"
"Walter Pack","walterpack.com","Micro Molding","Spain","50+"
"Werfen","werfen.com","Micro Molding","Spain","50+"
"Zanini Auto Grup","zanini.com","Micro Molding","Spain","50+"
"Zemper","zemper.com","Micro Molding","Spain","50+"
"Zennio","zennio.com","Micro Molding","Spain","50+"
"Alcon AG","alcon.com","Micro Molding","Switzerland","50+"
"Amcor plc","amcor.com","Micro Molding","Switzerland","50+"
"APAGCoSyst Electronic Control Systems","apagcosyst.com","Micro Molding","Switzerland","50+"
"Baumann Springs Ltd","baumann-springs.com","Micro Molding","Switzerland","50+"
"Baumer Group","baumer.com","Micro Molding","Switzerland","50+"
"Belimo Automation AG","belimo.com","Micro Molding","Switzerland","50+"
"Bernina International AG","bernina.com","Micro Molding","Switzerland","50+"
"BIDECO AG","bideco.com","Micro Molding","Switzerland","50+"
"Bien-Air Dental SA","bienair.com","Micro Molding","Switzerland","50+"
"Bucher Hydraulics AG","bucherhydraulics.com","Micro Molding","Switzerland","50+"
"CabTec Group","cabtecgroup.net","Micro Molding","Switzerland","50+"
"Caran d'Ache SA","carandache.com","Micro Molding","Switzerland","50+"
"Cendres+Metaux SA","cmsa.ch","Micro Molding","Switzerland","50+"
"Cicor Group","cicor.com","Micro Molding","Switzerland","50+"
"Coltene Holding AG","coltene.com","Micro Molding","Switzerland","50+"
"Comet Group","comet.tech","Micro Molding","Switzerland","50+"
"Composites Busch SA","compositesbusch.ch","Micro Molding","Switzerland","50+"
"Connova Group","connova.com","Micro Molding","Switzerland","50+"
"Datwyler Holding AG","datwyler.com","Micro Molding","Switzerland","50+"
"dormakaba Holding AG","dormakaba.com","Micro Molding","Switzerland","50+"
"EAO AG","eao.com","Micro Molding","Switzerland","50+"
"Eichenberger Gewinde AG","gewinde.ch","Micro Molding","Switzerland","50+"
"Elma Electronic AG","elma.com","Micro Molding","Switzerland","50+"
"Endress+Hauser Group","endress.com","Micro Molding","Switzerland","50+"
"Eugster / Frismag AG","eugster.ch","Micro Molding","Switzerland","50+"
"Feller AG","feller.ch","Micro Molding","Switzerland","50+"
"Fisba AG","fisba.com","Micro Molding","Switzerland","50+"
"Fondation Alfaset","alfaset.ch","Micro Molding","Switzerland","50+"
"forteq Group","forteq-precision-plastics.com","Micro Molding","Switzerland","50+"
"Fraisa SA","fraisa.com","Micro Molding","Switzerland","50+"
"Geberit AG","geberit.com","Micro Molding","Switzerland","50+"
"Georg Utz Holding AG","utzgroup.com","Micro Molding","Switzerland","50+"
"Glutz AG","glutz.com","Micro Molding","Switzerland","50+"
"Haag-Streit AG","haag-streit.com","Micro Molding","Switzerland","50+"
"Hawa Sliding Solutions AG","hawa.com","Micro Molding","Switzerland","50+"
"HGD Polymers","hgd-polymers.ch","Micro Molding","Switzerland","50+"
"Hoffmann Neopac AG","neopac.com","Micro Molding","Switzerland","50+"
"Huber+Suhner AG","hubersuhner.com","Micro Molding","Switzerland","50+"
"Injecta AG","injecta.ch","Micro Molding","Switzerland","50+"
"Innovative Sensor Technology IST AG","ist-ag.com","Micro Molding","Switzerland","50+"
"Institut Straumann AG","straumann.com","Micro Molding","Switzerland","50+"
"Integra Biosciences AG","integra-biosciences.com","Micro Molding","Switzerland","50+"
"Interroll Holding AG","interroll.com","Micro Molding","Switzerland","50+"
"Keller AG fuer Druckmesstechnik","keller-druck.com","Micro Molding","Switzerland","50+"
"Kistler Group","kistler.com","Micro Molding","Switzerland","50+"
"Kunststoff Schwanden AG","ks-ag.ch","Micro Molding","Switzerland","50+"
"Landis+Gyr Group AG","landisgyr.com","Micro Molding","Switzerland","50+"
"LEM International SA","lem.com","Micro Molding","Switzerland","50+"
"LEMO SA","lemo.com","Micro Molding","Switzerland","50+"
"Mathys AG Bettlach","mathysmedical.com","Micro Molding","Switzerland","50+"
"maxon group","maxongroup.com","Micro Molding","Switzerland","50+"
"Mecaplast Swiss","mecaplast.ch","Micro Molding","Switzerland","50+"
"Medartis AG","medartis.com","Micro Molding","Switzerland","50+"
"Medela AG","medela.com","Micro Molding","Switzerland","50+"
"medmix","medmix.swiss","Micro Molding","Switzerland","50+"
"Mitsubishi Chemical Advanced Materials","mcam.com","Micro Molding","Switzerland","50+"
"Nobel Biocare AG","nobelbiocare.com","Micro Molding","Switzerland","50+"
"Noventa AG","noventa.com","Micro Molding","Switzerland","50+"
"Novoplast AG","novoplast.com","Micro Molding","Switzerland","50+"
"Optotune AG","optotune.com","Micro Molding","Switzerland","50+"
"Otto Suhner AG","suhner.com","Micro Molding","Switzerland","50+"
"Phoenix Mecano Solutions AG","phoenix-mecano.ch","Micro Molding","Switzerland","50+"
"Plaston AG","plaston.com","Micro Molding","Switzerland","50+"
"R. Montavon SA","rmontavon.ch","Micro Molding","Switzerland","50+"
"Rego-Fix AG","rego-fix.com","Micro Molding","Switzerland","50+"
"Reichle & De-Massari AG","rdm.com","Micro Molding","Switzerland","50+"
"Rex Articoli Tecnici SA","rex.ch","Micro Molding","Switzerland","50+"
"Riwisa AG","riwisa.ch","Micro Molding","Switzerland","50+"
"Rolex SA","rolex.com","Micro Molding","Switzerland","50+"
"Sateco Group","satecogroup.com","Micro Molding","Switzerland","50+"
"Sauter AG","sauter-controls.com","Micro Molding","Switzerland","50+"
"Schaffner Group","schaffner.com","Micro Molding","Switzerland","50+"
"Schneeberger AG","schneeberger.com","Micro Molding","Switzerland","50+"
"Schurter AG","schurter.com","Micro Molding","Switzerland","50+"
"Sefar AG","sefar.com","Micro Molding","Switzerland","50+"
"Semadeni AG","semadeni.com","Micro Molding","Switzerland","50+"
"Sensirion AG","sensirion.com","Micro Molding","Switzerland","50+"
"SHL Medical AG","shl-medical.com","Micro Molding","Switzerland","50+"
"Socorex Isba SA","socorex.com","Micro Molding","Switzerland","50+"
"Sonceboz SA","sonceboz.com","Micro Molding","Switzerland","50+"
"Sonova AG","sonova.com","Micro Molding","Switzerland","50+"
"SPT Group - Small Precision Tools","smallprecisiontools.com","Micro Molding","Switzerland","50+"
"Staubli International AG","staubli.com","Micro Molding","Switzerland","50+"
"TE Connectivity Ltd","te.com","Micro Molding","Switzerland","50+"
"Tecan Group AG","tecan.com","Micro Molding","Switzerland","50+"
"The Swatch Group AG","swatchgroup.com","Micro Molding","Switzerland","50+"
"Thommen Medical AG","thommenmedical.com","Micro Molding","Switzerland","50+"
"Trafag AG","trafag.com","Micro Molding","Switzerland","50+"
"Trisa AG","trisa.ch","Micro Molding","Switzerland","50+"
"Unisto","unisto.com","Micro Molding","Switzerland","50+"
"units","units.ch","Micro Molding","Switzerland","50+"
"Valtronic","valtronic.com","Micro Molding","Switzerland","50+"
"Victorinox AG","victorinox.com","Micro Molding","Switzerland","50+"
"VKR","vkr.ch","Micro Molding","Switzerland","50+"
"Wandfluh AG","wandfluh.com","Micro Molding","Switzerland","50+"
"Weidmann","weidmann-group.com","Micro Molding","Switzerland","50+"
"Weidmann Medical Technology AG","weidmann-medical.com","Micro Molding","Switzerland","50+"
"Weidplas AG","weidplas.com","Micro Molding","Switzerland","50+"
"Wild & Küpfer AG","wildkuepfer.swiss","Micro Molding","Switzerland","50+"
"Winkenbach SA","winkenbach.ch","Micro Molding","Switzerland","50+"
"Woertz AG","woertz.ch","Micro Molding","Switzerland","50+"
"Ypsomed AG","ypsomed.com","Micro Molding","Switzerland","50+"
"Ziemer Ophthalmic Systems AG","ziemergroup.com","Micro Molding","Switzerland","50+"
"AHT Cooling Systems GmbH","aht.at","Electrification & Precision Components","Austria","50+"
"AKG","akg.com","Electrification & Precision Components","Austria","50+"
"ALPLA Group","alpla.com","Electrification & Precision Components","Austria","50+"
"AMAG Austria Metall","amag-al4u.com","Electrification & Precision Components","Austria","50+"
"ams-OSRAM AG","ams-osram.com","Electrification & Precision Components","Austria","50+"
"Anton Paar GmbH","anton-paar.com","Electrification & Precision Components","Austria","50+"
"AT&S Austria Technologie & Systemtechnik AG","ats.net","Electrification & Precision Components","Austria","50+"
"Auer Signal GmbH","auersignal.com","Electrification & Precision Components","Austria","50+"
"B&R Industrial Automation GmbH","br-automation.com","Electrification & Precision Components","Austria","50+"
"Banner Group","bannerbatterien.com","Electrification & Precision Components","Austria","50+"
"Berndorf Band Group","berndorf.co.at","Electrification & Precision Components","Austria","50+"
"Bosch Österreich","bosch.at","Electrification & Precision Components","Austria","50+"
"Coil Innovation GmbH","coilinnovation.com","Electrification & Precision Components","Austria","50+"
"DEWETRON GmbH","dewetron.com","Electrification & Precision Components","Austria","50+"
"Digital Elektronik","de.at","Electrification & Precision Components","Austria","50+"
"din-Dietmar Nocker Sicherheitstechnik GmbH & Co. KG","din-notlicht.com","Electrification & Precision Components","Austria","50+"
"E+E Elektronik GmbH","epluse.com","Electrification & Precision Components","Austria","50+"
"Easelink","easelink.com","Electrification & Precision Components","Austria","50+"
"EGSTON System Electronic","egston.com","Electrification & Precision Components","Austria","50+"
"Eisenbeiss GmbH","eisenbeiss.com","Electrification & Precision Components","Austria","50+"
"ekey biometric systems GmbH","ekey.net","Electrification & Precision Components","Austria","50+"
"ELMET Elastomere GmbH","elmet.com","Electrification & Precision Components","Austria","50+"
"exceet Card Group","exceet-card-group.com","Electrification & Precision Components","Austria","50+"
"Fronius International GmbH","fronius.com","Electrification & Precision Components","Austria","50+"
"Fröling Heizkessel- und Behälterbau GmbH","froeling.com","Electrification & Precision Components","Austria","50+"
"Geba Cables and Wires GmbH","gebacables.com","Electrification & Precision Components","Austria","50+"
"Geislinger GmbH","geislinger.com","Electrification & Precision Components","Austria","50+"
"Ginzinger electronic systems GmbH","ginzinger.com","Electrification & Precision Components","Austria","50+"
"Greiner Packaging International GmbH","greiner-gpi.com","Electrification & Precision Components","Austria","50+"
"Hargassner Ges mbH","hargassner.com","Electrification & Precision Components","Austria","50+"
"HELLA Sonnen- und Wetterschutztechnik GmbH","hella.info","Electrification & Precision Components","Austria","50+"
"Hereschwerke GmbH","hereschwerke.com","Electrification & Precision Components","Austria","50+"
"Hueck Folien GmbH","hueck-folien.com","Electrification & Precision Components","Austria","50+"
"IFE Doors – Knorr-Bremse GmbH","ife-doors.com","Electrification & Precision Components","Austria","50+"
"ISOVOLTA Group","isovolta.com","Electrification & Precision Components","Austria","50+"
"KREISEL Electric GmbH","kreiselelectric.com","Electrification & Precision Components","Austria","50+"
"KWB GmbH","kwb.net","Electrification & Precision Components","Austria","50+"
"LEWITT","lewitt-audio.com","Electrification & Precision Components","Austria","50+"
"LOGICDATA GmbH","logicdata.net","Electrification & Precision Components","Austria","50+"
"Loxone","loxone.com","Electrification & Precision Components","Austria","50+"
"mechatronic systemtechnik","mechatronic.at","Electrification & Precision Components","Austria","50+"
"MED-EL Elektromedizinische Geräte GmbH","medel.com","Electrification & Precision Components","Austria","50+"
"Meinhart Kabel Österreich GmbH","meinhart.at","Electrification & Precision Components","Austria","50+"
"Mission Embedded GmbH","mission-embedded.com","Electrification & Precision Components","Austria","50+"
"MK Illumination Global","mk-illumination.com","Electrification & Precision Components","Austria","50+"
"MOLTO LUCE GmbH","moltoluce.com","Electrification & Precision Components","Austria","50+"
"Montanwerke Brixlegg AG","montanwerke-brixlegg.com","Electrification & Precision Components","Austria","50+"
"OMICRON electronics GmbH","omicronenergy.com","Electrification & Precision Components","Austria","50+"
"Panasonic Industrial Devices Materials Europe GmbH","panasonic-electronic-materials.com","Electrification & Precision Components","Austria","50+"
"Photeon Technologies GmbH","photeon.com","Electrification & Precision Components","Austria","50+"
"PLANLICHT GmbH & Co KG","planlicht.com","Electrification & Precision Components","Austria","50+"
"PPC INSULATORS","ppcinsulators.com","Electrification & Precision Components","Austria","50+"
"PROLICHT GmbH","prolicht.at","Electrification & Precision Components","Austria","50+"
"RECOM Power","recom-power.com","Electrification & Precision Components","Austria","50+"
"RICO Group GmbH","rico-group.com","Electrification & Precision Components","Austria","50+"
"RIEGL Laser Measurement Systems GmbH","riegl.com","Electrification & Precision Components","Austria","50+"
"RO-RA Aviation Systems GmbH","ro-ra.com","Electrification & Precision Components","Austria","50+"
"Robotunits GmbH","robotunits.com","Electrification & Precision Components","Austria","50+"
"RSF Elektronik Ges.m.b.H.","rsf.at","Electrification & Precision Components","Austria","50+"
"Samsung SDI Battery Systems","samsungsdibs.at","Electrification & Precision Components","Austria","50+"
"Schrack Technik GmbH","schrack.at","Electrification & Precision Components","Austria","50+"
"SKIDATA GmbH","skidata.com","Electrification & Precision Components","Austria","50+"
"Sprecher Automation","sprecher-automation.com","Electrification & Precision Components","Austria","50+"
"Steyr Motors AG","steyr-motors.com","Electrification & Precision Components","Austria","50+"
"StreamUnlimited","streamunlimited.com","Electrification & Precision Components","Austria","50+"
"TELE Haase Steuergeräte GmbH","tele-online.com","Electrification & Precision Components","Austria","50+"
"Thöni Industriebetriebe GmbH","thoeni.com","Electrification & Precision Components","Austria","50+"
"TroGroup GmbH (Trodat/Trotec)","trogroup.com","Electrification & Precision Components","Austria","50+"
"voestalpine AG","voestalpine.com","Electrification & Precision Components","Austria","50+"
"voestalpine BÖHLER Bleche","bohler-bleche.com","Electrification & Precision Components","Austria","50+"
"VOLTFACTORY Group (Miba Battery)","mibabattery.com","Electrification & Precision Components","Austria","50+"
"Windhager Zentralheizung GmbH","windhager.com","Electrification & Precision Components","Austria","50+"
"Wolfram Bergbau und Hütten AG","wolfram.at","Electrification & Precision Components","Austria","50+"
"XAL GmbH","xal.com","Electrification & Precision Components","Austria","50+"
"Zumtobel Group","z.lighting","Electrification & Precision Components","Austria","50+"
"Zumtobel Group AG","zumtobelgroup.com","Electrification & Precision Components","Austria","50+"
"ABL","abl.de","Electrification & Precision Components","Germany","50+"
"ABL GmbH","ablmobility.de","Electrification & Precision Components","Germany","50+"
"Adels-Contact Elektrotechnische Fabrik","adels.de","Electrification & Precision Components","Germany","50+"
"Adolf Föhl","foehl.de","Electrification & Precision Components","Germany","50+"
"Albrecht Jung","jung.de","Electrification & Precision Components","Germany","50+"
"Amphenol Tuchel Industrial GmbH","amphenol-industrial.de","Electrification & Precision Components","Germany","50+"
"Amphenol-Air LB GmbH","amphenol-airlb.de","Electrification & Precision Components","Germany","50+"
"Amphenol-Tuchel Electronics GmbH","amphenol-automotive.de","Electrification & Precision Components","Germany","50+"
"Aperam Magnetic Components","magnetec.de","Electrification & Precision Components","Germany","50+"
"Auto-Kabel","auto-kabel.com","Electrification & Precision Components","Germany","50+"
"BACHMANN Group","bachmann.com","Electrification & Precision Components","Germany","50+"
"Bals Elektrotechnik","bals.com","Electrification & Precision Components","Germany","50+"
"Baumüller Group","baumueller.com","Electrification & Precision Components","Germany","50+"
"Bender GmbH & Co. KG","bender.de","Electrification & Precision Components","Germany","50+"
"Berger Holding","berger-group.com","Electrification & Precision Components","Germany","50+"
"Berkenhoff GmbH (bedra)","bedra.com","Electrification & Precision Components","Germany","50+"
"Bernd Richter GmbH","bernd-richter-gmbh.com","Electrification & Precision Components","Germany","50+"
"BJB","bjb.com","Electrification & Precision Components","Germany","50+"
"Block Transformatoren-Elektronik","block.eu","Electrification & Precision Components","Germany","50+"
"BMZ Group","bmz-group.com","Electrification & Precision Components","Germany","50+"
"Brose Fahrzeugteile","brose.com","Electrification & Precision Components","Germany","50+"
"Busch-Jaeger Elektro GmbH","busch-jaeger.de","Electrification & Precision Components","Germany","50+"
"Bürkert Fluid Control Systems","buerkert.de","Electrification & Precision Components","Germany","50+"
"Cellpack Electrical Products","cellpack.com","Electrification & Precision Components","Germany","50+"
"CHERRY","cherry.de","Electrification & Precision Components","Germany","50+"
"CiS electronic GmbH","cis.de","Electrification & Precision Components","Germany","50+"
"CONEC Elektronische Bauelemente","conec.com","Electrification & Precision Components","Germany","50+"
"Continental","continental.com","Electrification & Precision Components","Germany","50+"
"cunova GmbH","cunova.com","Electrification & Precision Components","Germany","50+"
"Customcells","customcells.com","Electrification & Precision Components","Germany","50+"
"DEHN","dehn.de","Electrification & Precision Components","Germany","50+"
"DODUCO Contacts and Refining","doduco.com","Electrification & Precision Components","Germany","50+"
"DODUCO Solutions","doduco.net","Electrification & Precision Components","Germany","50+"
"Doepke Schaltgeräte","doepke.de","Electrification & Precision Components","Germany","50+"
"DRÄXLMAIER Group","draexlmaier.com","Electrification & Precision Components","Germany","50+"
"E-T-A Elektrotechnische Apparate","e-t-a.com","Electrification & Precision Components","Germany","50+"
"E-T-A Elektrotechnische Apparate GmbH","global.e-t-a.com","Electrification & Precision Components","Germany","50+"
"E3/DC","e3dc.com","Electrification & Precision Components","Germany","50+"
"EBERHARD AG","eberhard-ag.com","Electrification & Precision Components","Germany","50+"
"Eberspächer Group","eberspaecher.com","Electrification & Precision Components","Germany","50+"
"EKPO Fuel Cell Technologies GmbH","ekpo-fuelcell.com","Electrification & Precision Components","Germany","50+"
"ELATEC POWER DISTRIBUTION GmbH","elatec.net","Electrification & Precision Components","Germany","50+"
"electrovac","electrovac.com","Electrification & Precision Components","Germany","50+"
"Elektro-Metall Export","eme.de","Electrification & Precision Components","Germany","50+"
"Elmos Semiconductor","elmos.com","Electrification & Precision Components","Germany","50+"
"elobau","elobau.com","Electrification & Precision Components","Germany","50+"
"ElringKlinger","elringklinger.de","Electrification & Precision Components","Germany","50+"
"Eltako GmbH","eltako.com","Electrification & Precision Components","Germany","50+"
"emz - Hanauer GmbH & Co. KGaA","emz-hanauer.de","Electrification & Precision Components","Germany","50+"
"era-contact GmbH","era-contact.com","Electrification & Precision Components","Germany","50+"
"Erbslöh Aluminium","erbsloeh.com","Electrification & Precision Components","Germany","50+"
"Erich Jaeger","erich-jaeger.de","Electrification & Precision Components","Germany","50+"
"ESKA Erich Schweizer","eska.de","Electrification & Precision Components","Germany","50+"
"EUCHNER","euchner.de","Electrification & Precision Components","Germany","50+"
"Feinmetall","feinmetall.de","Electrification & Precision Components","Germany","50+"
"FEINMETALL GmbH","feinmetall.com","Electrification & Precision Components","Germany","50+"
"FENECON","fenecon.de","Electrification & Precision Components","Germany","50+"
"FRAKO Kondensatoren- und Anlagenbau GmbH","frako.com","Electrification & Precision Components","Germany","50+"
"Freudenberg Group","freudenberg.com","Electrification & Precision Components","Germany","50+"
"Friedrich Lütze","luetze.com","Electrification & Precision Components","Germany","50+"
"Friedrich Lütze GmbH","luetze.de","Electrification & Precision Components","Germany","50+"
"Fritz Kübler GmbH","kuebler.com","Electrification & Precision Components","Germany","50+"
"Georg Schlegel","schlegel.biz","Electrification & Precision Components","Germany","50+"
"GEWO Feinmechanik GmbH","gewo.net","Electrification & Precision Components","Germany","50+"
"GIFAS ELECTRIC GmbH","gifas.de","Electrification & Precision Components","Germany","50+"
"Gira","gira.com","Electrification & Precision Components","Germany","50+"
"Gira Giersiepen","gira.de","Electrification & Precision Components","Germany","50+"
"Groschopp","groschopp.de","Electrification & Precision Components","Germany","50+"
"Gruner","gruner.de","Electrification & Precision Components","Germany","50+"
"Gustav Hensel","hensel-electric.de","Electrification & Precision Components","Germany","50+"
"Gustav Klauke","klauke.com","Electrification & Precision Components","Germany","50+"
"Günther Spelsberg","spelsberg.de","Electrification & Precision Components","Germany","50+"
"Hanning Elektro-Werke","hanning-hew.com","Electrification & Precision Components","Germany","50+"
"Hans Berg","hansberg.de","Electrification & Precision Components","Germany","50+"
"Hein & Oetting Feinwerktechnik","hein-oetting.de","Electrification & Precision Components","Germany","50+"
"HELUKABEL","helukabel.com","Electrification & Precision Components","Germany","50+"
"Hengstler GmbH","hengstler.com","Electrification & Precision Components","Germany","50+"
"Heraeus Electronics","heraeus-electronics.com","Electrification & Precision Components","Germany","50+"
"Heraeus Group","heraeus.com","Electrification & Precision Components","Germany","50+"
"HOPPECKE Batterien","hoppecke.com","Electrification & Precision Components","Germany","50+"
"Infineon Technologies","infineon.com","Electrification & Precision Components","Germany","50+"
"INGUN Prüfmittelbau","ingun.com","Electrification & Precision Components","Germany","50+"
"INSTA GmbH","insta.de","Electrification & Precision Components","Germany","50+"
"Interconnectron","interconnectron.de","Electrification & Precision Components","Germany","50+"
"INTILION","intilion.com","Electrification & Precision Components","Germany","50+"
"Isabellenhütte Heusler GmbH & Co. KG","isabellenhuette.com","Electrification & Precision Components","Germany","50+"
"JAEGER Group (Erich Jaeger GmbH + Co. KG)","erich-jaeger.com","Electrification & Precision Components","Germany","50+"
"Jean Müller","jeanmueller.de","Electrification & Precision Components","Germany","50+"
"Jokon","jokon.de","Electrification & Precision Components","Germany","50+"
"JOWO-Systemtechnik AG","jowo.ag","Electrification & Precision Components","Germany","50+"
"JUMO GmbH & Co. KG","jumo.net","Electrification & Precision Components","Germany","50+"
"JUNG","jung-group.com","Electrification & Precision Components","Germany","50+"
"K.A. Schmersal","schmersal.com","Electrification & Precision Components","Germany","50+"
"Kaschke Components","kaschke.de","Electrification & Precision Components","Germany","50+"
"Kienle + Spiess","kienle-spiess.com","Electrification & Precision Components","Germany","50+"
"Kirchhoff Automotive","kirchhoff-automotive.com","Electrification & Precision Components","Germany","50+"
"Klingel medical metal","klingel-med.de","Electrification & Precision Components","Germany","50+"
"Knitter-Switch","knitter-switch.com","Electrification & Precision Components","Germany","50+"
"KOOPMANN Gruppe","hk-c.de","Electrification & Precision Components","Germany","50+"
"Kopp","kopp.eu","Electrification & Precision Components","Germany","50+"
"KOSTAL Kontakt Systeme GmbH & Co. KG","kostal-kontakt-systeme.com","Electrification & Precision Components","Germany","50+"
"KREMPEL","krempel.com","Electrification & Precision Components","Germany","50+"
"Kromberg & Schubert","kromberg-schubert.com","Electrification & Precision Components","Germany","50+"
"LAPP","lappgroup.com","Electrification & Precision Components","Germany","50+"
"Lenze","lenze.com","Electrification & Precision Components","Germany","50+"
"LEONI","leoni.com","Electrification & Precision Components","Germany","50+"
"Leuze electronic","leuze.com","Electrification & Precision Components","Germany","50+"
"limoss GmbH & Co. KG","limoss.de","Electrification & Precision Components","Germany","50+"
"Loll Feinmechanik GmbH","loll-feinmechanik.de","Electrification & Precision Components","Germany","50+"
"Magnet-Schultz","magnet-schultz.com","Electrification & Precision Components","Germany","50+"
"MAHLE","mahle.com","Electrification & Precision Components","Germany","50+"
"Max Baermann","baermann.de","Electrification & Precision Components","Germany","50+"
"MD Elektronik","md-elektronik.com","Electrification & Precision Components","Germany","50+"
"Megatron Elektronik","megatron.de","Electrification & Precision Components","Germany","50+"
"METZ CONNECT","metz-connect.com","Electrification & Precision Components","Germany","50+"
"Micro-Epsilon","micro-epsilon.com","Electrification & Precision Components","Germany","50+"
"MRS Electronic Group","mrs-electronic.com","Electrification & Precision Components","Germany","50+"
"MS-Schramberg","ms-schramberg.de","Electrification & Precision Components","Germany","50+"
"Möhlenhoff GmbH","moehlenhoff.com","Electrification & Precision Components","Germany","50+"
"Nanotec Electronic","nanotec.com","Electrification & Precision Components","Germany","50+"
"Neumayer Tekfor","neumayer-tekfor.com","Electrification & Precision Components","Germany","50+"
"Nicolay GmbH","nicolay.de","Electrification & Precision Components","Germany","50+"
"Novotechnik","novotechnik.de","Electrification & Precision Components","Germany","50+"
"ODU GmbH & Co. KG","odu-connectors.com","Electrification & Precision Components","Germany","50+"
"ODW-ELEKTRIK GmbH & Co. KG","odw-elektrik.com","Electrification & Precision Components","Germany","50+"
"OTTO FUCHS","otto-fuchs.com","Electrification & Precision Components","Germany","50+"
"Pancon Connectors","pancon.de","Electrification & Precision Components","Germany","50+"
"paragon","paragon.ag","Electrification & Precision Components","Germany","50+"
"PFISTERER","pfisterer.com","Electrification & Precision Components","Germany","50+"
"PMA","prettl-pma.com","Electrification & Precision Components","Germany","50+"
"Possehl Electronics Deutschland","possehl-electronics.de","Electrification & Precision Components","Germany","50+"
"PTR HARTMANN","ptr-hartmann.com","Electrification & Precision Components","Germany","50+"
